"selector","context","specificity","ownership","occurrenceCount","firstDefinition","laterOverrides","files","importantDeclarationCount","afterDocumentClose","runtimeReferenceCount","likelyObsoleteReview","movementRisk","movementRiskScore","movementRiskReasons"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeCustomerTable:not(.compareColumnsV6301) th:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1045","","TatRemakeAliasStyles.html","3","true","904","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeDepartmentTable:not(.compareColumnsV6301) td:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1020","","TatRemakeAliasStyles.html","3","true","889","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeDepartmentTable:not(.compareColumnsV6301) td:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1025","","TatRemakeAliasStyles.html","3","true","889","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeDepartmentTable:not(.compareColumnsV6301) th:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1020","","TatRemakeAliasStyles.html","3","true","889","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeDepartmentTable:not(.compareColumnsV6301) th:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1025","","TatRemakeAliasStyles.html","3","true","889","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeProductTable:not(.compareColumnsV6301) td:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1030","","TatRemakeAliasStyles.html","3","true","911","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeProductTable:not(.compareColumnsV6301) td:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1035","","TatRemakeAliasStyles.html","3","true","911","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeProductTable:not(.compareColumnsV6301) th:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1030","","TatRemakeAliasStyles.html","3","true","911","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeProductTable:not(.compareColumnsV6301) th:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1035","","TatRemakeAliasStyles.html","3","true","911","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeReasonTable:not(.compareColumnsV6301) td:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1010","","TatRemakeAliasStyles.html","3","true","828","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeReasonTable:not(.compareColumnsV6301) td:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1015","","TatRemakeAliasStyles.html","3","true","828","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeReasonTable:not(.compareColumnsV6301) th:first-child","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1010","","TatRemakeAliasStyles.html","3","true","828","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 #remakeReasonTable:not(.compareColumnsV6301) th:not(:first-child)","@media (max-width:1279px)","2-4-2","Shared","1","TatRemakeAliasStyles.html:1015","","TatRemakeAliasStyles.html","3","true","828","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 table.remakeTable.compareColumnsV6301","@media (max-width:1279px)","1-4-2","Shared","1","TatRemakeAliasStyles.html:1050","","TatRemakeAliasStyles.html","5","true","930","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 table.remakeTable.compareColumnsV6301 .deltaCellV6301","@media (max-width:1279px)","1-5-2","Shared","1","TatRemakeAliasStyles.html:1061","","TatRemakeAliasStyles.html","3","true","936","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 table.remakeTable.compareColumnsV6301 .deltaHeaderV6301","@media (max-width:1279px)","1-5-2","Shared","1","TatRemakeAliasStyles.html:1061","","TatRemakeAliasStyles.html","3","true","936","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 table.remakeTable.compareColumnsV6301 td:not(:first-child)","@media (max-width:1279px)","1-5-3","Shared","1","TatRemakeAliasStyles.html:1056","","TatRemakeAliasStyles.html","3","true","930","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
"body.remakeCompactActiveV6382 #tatDashboardPageV6509.cleanRemakeV6230 table.remakeTable.compareColumnsV6301 th:not(:first-child)","@media (max-width:1279px)","1-5-3","Shared","1","TatRemakeAliasStyles.html:1056","","TatRemakeAliasStyles.html","3","true","930","false","High","8","uses !important; shared or cross-dashboard ownership; loaded after closing HTML"
