"cascadeOrder","selector","context","file","line","styleId","styleBlockOrder","includeOrder","afterDocumentClose","specificity","ownership","importantDeclarationCount","declarations"
"1991",".ceramistCaseDialogHeaderV6369","","Index.html","2744","","16","0","false","0-1-0","Shared","0","display: flex; align-items: flex-start; justify-content: space-between; gap: 14px; padding: 16px 18px; border-bottom: 1px solid #e5e7eb"
"1992",".ceramistCaseDialogHeadingV6369","","Index.html","2745","","16","0","false","0-1-0","Shared","0","display: flex; flex-direction: column; gap: 4px; min-width: 0"
"1993",".ceramistCaseDialogHeadingV6369 strong","","Index.html","2746","","16","0","false","0-1-1","Shared","0","color: #172033; font: 900 15px/1.3 Roboto,Arial,sans-serif; white-space: normal"
"1994",".ceramistCaseDialogHeadingV6369 span","","Index.html","2747","","16","0","false","0-1-1","Shared","0","color: #667085; font: 800 10.5px/1.2 Roboto,Arial,sans-serif"
"1995",".ceramistCaseDialogCloseV6369","","Index.html","2748","","16","0","false","0-1-0","Shared","6","width: 32px !important; height: 32px !important; min-width: 32px !important; padding: 0 !important; border-radius: 50% !important; font-size: 19px !important"
"1996",".ceramistCaseDialogBodyV6369","","Index.html","2749","","16","0","false","0-1-0","Shared","0","padding: 16px 18px; overflow: auto"
"1997",".ceramistCaseDialogSectionV6369 + .ceramistCaseDialogSectionV6369","","Index.html","2750","","16","0","false","0-2-0","Shared","0","margin-top: 16px"
"1998",".ceramistCaseDialogSectionTitleV6369","","Index.html","2751","","16","0","false","0-1-0","Shared","0","margin-bottom: 8px; color: #475467; font: 900 10px/1.2 Roboto,Arial,sans-serif; text-transform: uppercase; letter-spacing: .45px"
"1999",".ceramistCaseDialogChipsV6369","","Index.html","2752","","16","0","false","0-1-0","Shared","0","display: flex; flex-wrap: wrap; gap: 7px"
"2000",".ceramistCaseDialogChipV6369","","Index.html","2753","","16","0","false","0-1-0","Shared","0","display: inline-flex; align-items: center; min-height: 27px; padding: 5px 9px; border: 1px solid #d7dce2; border-radius: 999px; background: #f8fafc; color: #344054; font: 800 10.5px/1 Roboto,Arial,sans-serif"
"2001",".ceramistCaseDialogTextV6369","","Index.html","2754","","16","0","false","0-1-0","Shared","0","padding: 10px 11px; border: 1px solid #e1e6ee; border-radius: 8px; background: #f8fafc; color: #475467; font: 700 10.5px/1.45 Roboto,Arial,sans-serif; white-space: normal"
"2002",".ceramistCaseDialogEmptyV6369","","Index.html","2755","","16","0","false","0-1-0","Shared","0","color: #667085; font: 700 11px/1.4 Roboto,Arial,sans-serif"
"2003",".ceramistCaseDialogFooterV6369","","Index.html","2756","","16","0","false","0-1-0","Shared","0","display: flex; justify-content: flex-end; gap: 9px; padding: 11px 18px; border-top: 1px solid #e5e7eb; background: #f8fafc"
"2004",".ceramistCaseDialogFooterV6369 button","","Index.html","2757","","16","0","false","0-1-1","Shared","1","height: 32px !important"
"2005",".ceramistCaseDialogCopyV6369:disabled","","Index.html","2758","","16","0","false","0-2-0","Shared","0","opacity: .45; cursor: default"
"2006",".ceramistCaseDialogOverlayV6369","@media(max-width:720px)","Index.html","2760","","16","0","false","0-1-0","Shared","0","align-items: flex-end; padding: 0"
"2007",".ceramistCaseDialogV6369","@media(max-width:720px)","Index.html","2761","","16","0","false","0-1-0","Shared","0","width: 100%; max-height: 82vh; border-radius: 16px 16px 0 0"
"2008",".ceramistCaseDialogHeaderV6369","@media(max-width:720px)","Index.html","2762","","16","0","false","0-1-0","Shared","0","padding: 14px 15px"
"2009",".ceramistCaseDialogBodyV6369","@media(max-width:720px)","Index.html","2763","","16","0","false","0-1-0","Shared","0","padding: 14px 15px"
"2010",".ceramistCaseDialogFooterV6369","@media(max-width:720px)","Index.html","2764","","16","0","false","0-1-0","Shared","0","padding: 10px 15px max(10px,env(safe-area-inset-bottom))"
"2011",".ceramistCaseDialogFooterV6369 button","@media(max-width:720px)","Index.html","2765","","16","0","false","0-1-1","Shared","0","flex: 1 1 0"
"2012","#remakeCompactToolbarV6382","","RemakeResponsiveStyles.html","2","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","0","display: none"
"2013","#remakeViewsPanelV6382","","RemakeResponsiveStyles.html","2","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","0","display: none"
"2014","#remakeViewsPanelV6382","","RemakeResponsiveStyles.html","7","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","0","position: fixed; z-index: 24050; width: min(370px,calc(100vw - 16px)); max-height: calc(100vh - 16px); flex-direction: column; overflow: hidden; border: 1px solid #d7dce2; border-radius: 10px; background: #fff; box-shadow: 0 12px 30px rgba(15,23,42,.20); color: #202124; box-sizing: border-box; font-family: Roboto,Arial,sans-serif"
"2015","#remakeViewsPanelV6382.open","","RemakeResponsiveStyles.html","23","remakeResponsiveV6382Styles","17","5","false","1-1-0","Remake","1","display: flex !important"
"2016",".remakeViewsHeaderV6382","","RemakeResponsiveStyles.html","27","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: flex; align-items: center; justify-content: space-between; gap: 10px; min-height: 40px; padding: 7px 9px 7px 11px; border-bottom: 1px solid #edf0f3; background: #fff"
"2017",".remakeViewsHeaderV6382 strong","","RemakeResponsiveStyles.html","38","remakeResponsiveV6382Styles","17","5","false","0-1-1","Remake","0","color: #172033; font: 900 12px/1.2 Roboto,Arial,sans-serif"
"2018",".remakeViewsCloseV6382","","RemakeResponsiveStyles.html","43","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","width: 27px; min-width: 27px; height: 27px; padding: 0; border: 0; border-radius: 50%; background: transparent; color: #667085; font: 800 18px/1 Roboto,Arial,sans-serif; cursor: pointer"
"2019",".remakeViewsBodyV6382","","RemakeResponsiveStyles.html","56","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: flex; flex-direction: column; gap: 8px; min-height: 0; padding: 9px 10px 10px; overflow: auto"
"2020",".remakeViewSaveRowV6382","","RemakeResponsiveStyles.html","65","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: grid; grid-template-columns: minmax(0,1fr) auto; gap: 6px"
"2021",".remakeViewSaveRowV6382 input","","RemakeResponsiveStyles.html","71","remakeResponsiveV6382Styles","17","5","false","0-1-1","Remake","0","width: 100%; height: 32px; min-width: 0; padding: 0 8px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #202124; outline: none; box-sizing: border-box; font: 700 11px/1 Roboto,Arial,sans-serif"
"2022",".remakeViewDefaultsV6382 select","","RemakeResponsiveStyles.html","71","remakeResponsiveV6382Styles","17","5","false","0-1-1","Remake","0","width: 100%; height: 32px; min-width: 0; padding: 0 8px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #202124; outline: none; box-sizing: border-box; font: 700 11px/1 Roboto,Arial,sans-serif"
"2023",".remakeViewNameV6382","","RemakeResponsiveStyles.html","71","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","width: 100%; height: 32px; min-width: 0; padding: 0 8px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #202124; outline: none; box-sizing: border-box; font: 700 11px/1 Roboto,Arial,sans-serif"
"2024",".remakeViewSaveRowV6382 input:focus","","RemakeResponsiveStyles.html","87","remakeResponsiveV6382Styles","17","5","false","0-2-1","Remake","0","border-color: #94a3b8; box-shadow: 0 0 0 2px rgba(59,85,110,.10)"
"2025",".remakeViewDefaultsV6382 select:focus","","RemakeResponsiveStyles.html","87","remakeResponsiveV6382Styles","17","5","false","0-2-1","Remake","0","border-color: #94a3b8; box-shadow: 0 0 0 2px rgba(59,85,110,.10)"
"2026",".remakeViewNameV6382:focus","","RemakeResponsiveStyles.html","87","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","border-color: #94a3b8; box-shadow: 0 0 0 2px rgba(59,85,110,.10)"
"2027",".remakeViewPrimaryV6382","","RemakeResponsiveStyles.html","94","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-height: 32px; padding: 0 9px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #344054; font: 800 10.5px/1 Roboto,Arial,sans-serif; white-space: nowrap; cursor: pointer"
"2028",".remakeViewActionV6382","","RemakeResponsiveStyles.html","94","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-height: 32px; padding: 0 9px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #344054; font: 800 10.5px/1 Roboto,Arial,sans-serif; white-space: nowrap; cursor: pointer"
"2029",".remakeViewUtilityV6382","","RemakeResponsiveStyles.html","94","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-height: 32px; padding: 0 9px; border: 1px solid #d7dce2; border-radius: 7px; background: #fff; color: #344054; font: 800 10.5px/1 Roboto,Arial,sans-serif; white-space: nowrap; cursor: pointer"
"2030",".remakeViewPrimaryV6382","","RemakeResponsiveStyles.html","108","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","border-color: #172033; background: #172033; color: #fff"
"2031",".remakeViewActionV6382:hover","","RemakeResponsiveStyles.html","114","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","background: #f5f7f9"
"2032",".remakeViewsCloseV6382:hover","","RemakeResponsiveStyles.html","114","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","background: #f5f7f9"
"2033",".remakeViewPrimaryV6382:hover","","RemakeResponsiveStyles.html","119","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","filter: brightness(.96)"
"2034",".remakeViewDefaultsV6382","","RemakeResponsiveStyles.html","123","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: grid; grid-template-columns: minmax(0,1fr); gap: 6px; padding: 0; border: 0; background: transparent"
"2035",".remakeViewDefaultsV6382 label","","RemakeResponsiveStyles.html","132","remakeResponsiveV6382Styles","17","5","false","0-1-1","Remake","0","display: grid; grid-template-columns: 74px minmax(0,1fr); align-items: center; gap: 7px; min-width: 0; color: #667085; font: 800 10px/1.15 Roboto,Arial,sans-serif; letter-spacing: 0; text-transform: none"
"2036",".remakeViewDefaultsV6382 select","","RemakeResponsiveStyles.html","144","remakeResponsiveV6382Styles","17","5","false","0-1-1","Remake","0","height: 32px; text-transform: none; letter-spacing: normal"
"2037",".remakeViewSectionLabelV6382","","RemakeResponsiveStyles.html","150","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: none"
"2038",".remakeViewListV6382","","RemakeResponsiveStyles.html","154","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: flex; flex-direction: column; gap: 0; border-top: 1px solid #edf0f3"
"2039",".remakeViewEmptyV6382","","RemakeResponsiveStyles.html","161","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","padding: 9px 2px 5px; border: 0; border-radius: 0; color: #667085; text-align: left; font: 700 10.5px/1.35 Roboto,Arial,sans-serif"
"2040",".remakeViewRowV6382","","RemakeResponsiveStyles.html","170","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: grid; grid-template-columns: minmax(0,1fr) auto auto auto; gap: 4px; align-items: center; padding: 6px 0; border: 0; border-bottom: 1px solid #edf0f3; border-radius: 0; background: #fff"
"2041",".remakeViewRowV6382.isOpenDefaultV6382","","RemakeResponsiveStyles.html","182","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","box-shadow: inset 2px 0 0 #3b556e; padding-left: 6px"
"2042",".remakeViewRowV6382.isResetDefaultV6382","","RemakeResponsiveStyles.html","187","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","border-bottom-color: #e5c35b"
"2043",".remakeViewNameV6382","","RemakeResponsiveStyles.html","191","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","height: 30px; padding-left: 4px; border-color: transparent; background: transparent; font-weight: 800"
"2044",".remakeViewNameV6382:hover","","RemakeResponsiveStyles.html","199","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","border-color: #d7dce2; background: #fff"
"2045",".remakeViewNameV6382:focus","","RemakeResponsiveStyles.html","199","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","border-color: #d7dce2; background: #fff"
"2046",".remakeViewActionV6382","","RemakeResponsiveStyles.html","205","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-width: 31px; min-height: 30px; padding: 0 7px"
"2047",".remakeViewDeleteV6382[data-confirm=""1""]","","RemakeResponsiveStyles.html","211","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","border-color: #ef4444; background: #fff1f2; color: #b42318"
"2048",".remakeViewsFooterV6382","","RemakeResponsiveStyles.html","217","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: flex; flex-wrap: wrap; gap: 4px 10px; padding-top: 2px"
"2049",".remakeViewUtilityV6382","","RemakeResponsiveStyles.html","224","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-height: 26px; padding: 0 2px; border: 0; border-radius: 0; background: transparent; color: #475467; font-size: 10px"
"2050",".remakeViewUtilityV6382:hover","","RemakeResponsiveStyles.html","234","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","color: #172033; text-decoration: underline; background: transparent"
"2051",".remakeViewStatusV6382","","RemakeResponsiveStyles.html","240","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","min-height: 0; color: #667085; font: 700 10px/1.3 Roboto,Arial,sans-serif"
"2052",".remakeViewStatusV6382:empty","","RemakeResponsiveStyles.html","246","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","display: none"
"2053",".remakeViewStatusV6382.error","","RemakeResponsiveStyles.html","250","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","color: #b42318"
"2054","#remakeTabViewsV6382","","RemakeResponsiveStyles.html","254","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","0","display: none"
"2055","#remakeTabFilterHostV6337:not([hidden]) #remakeTabViewsV6382","@media (min-width:1280px)","RemakeResponsiveStyles.html","259","remakeResponsiveV6382Styles","17","5","false","2-1-0","Remake","1","display: inline-flex !important"
"2056","html","@media (max-width:1279px)","RemakeResponsiveStyles.html","265","remakeResponsiveV6382Styles","17","5","false","0-0-1","Remake","3","width: 100% !important; max-width: 100% !important; overflow-x: hidden !important"
"2057","body","@media (max-width:1279px)","RemakeResponsiveStyles.html","265","remakeResponsiveV6382Styles","17","5","false","0-0-1","Remake","3","width: 100% !important; max-width: 100% !important; overflow-x: hidden !important"
"2058","body","@media (max-width:1279px)","RemakeResponsiveStyles.html","272","remakeResponsiveV6382Styles","17","5","false","0-0-1","Remake","1","background: #ebe9ed !important"
"2059",".managerTabs","@media (max-width:1279px)","RemakeResponsiveStyles.html","276","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","9","position: sticky !important; top: 0 !important; z-index: 22000 !important; width: 100% !important; max-width: 100% !important; min-width: 0 !important; overflow-x: auto !important; overflow-y: visible !important; -webkit-overflow-scrolling: touch; scrollbar-width: thin; box-sizing: border-box !important"
"2060","body.remakeCompactActiveV6382 #remakeCompactToolbarV6382","@media (max-width:1279px)","RemakeResponsiveStyles.html","290","remakeResponsiveV6382Styles","17","5","false","1-1-1","Remake","21","position: sticky !important; top: var(--remakeManagerTabsHeightV6382,44px) !important; z-index: 21990 !important; display: grid !important; grid-template-columns: minmax(82px,1fr) repeat(5,40px) !important; align-items: center !important; gap: 4px !important; width: 100% !important; max-width: 100% !important; min-width: 0 !important; min-height: 52px !important; margin: 0 !important; padding: 6px max(6px,env(safe-area-inset-right)) 6px max(6px,env(safe-area-inset-left)) !important; border: 1px solid #d7dce2 !important; border-left: 0 !important; border-right: 0 !important; background: rgba(255,255,255,.98) !important; box-shadow: 0 4px 12px rgba(20,32,42,.12) !important; backdrop-filter: blur(12px) !important; -webkit-backdrop-filter: blur(12px) !important; box-sizing: border-box !important"
"2061","#remakeCompactToolbarV6382 .remakeCompactToolV6382","@media (max-width:1279px)","RemakeResponsiveStyles.html","314","remakeResponsiveV6382Styles","17","5","false","1-1-0","Remake","17","position: relative !important; display: inline-flex !important; align-items: center !important; justify-content: center !important; width: 40px !important; min-width: 40px !important; height: 40px !important; min-height: 40px !important; margin: 0 !important; padding: 0 !important; border: 1px solid #cbd5df !important; border-radius: 8px !important; background: #fff !important; color: #334155 !important; box-shadow: none !important; cursor: pointer !important; touch-action: manipulation !important"
"2062","#remakeCompactToolbarV6382 .remakeCompactToolV6382:hover","@media (max-width:1279px)","RemakeResponsiveStyles.html","334","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","4","border-color: #e5c35b !important; background: #fff7d6 !important; color: #7a4a00 !important; outline: none !important"
"2063","#remakeCompactToolbarV6382 .remakeCompactToolV6382:focus-visible","@media (max-width:1279px)","RemakeResponsiveStyles.html","334","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","4","border-color: #e5c35b !important; background: #fff7d6 !important; color: #7a4a00 !important; outline: none !important"
"2064","#remakeCompactToolbarV6382 .remakeCompactToolV6382[aria-expanded=""true""]","@media (max-width:1279px)","RemakeResponsiveStyles.html","334","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","4","border-color: #e5c35b !important; background: #fff7d6 !important; color: #7a4a00 !important; outline: none !important"
"2065","#remakeCompactToolbarV6382 .remakeCompactToolV6382:disabled","@media (max-width:1279px)","RemakeResponsiveStyles.html","343","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","2","opacity: .5 !important; cursor: wait !important"
"2066","#remakeCompactToolbarV6382 .remakeCompactToolV6382 svg","@media (max-width:1279px)","RemakeResponsiveStyles.html","348","remakeResponsiveV6382Styles","17","5","false","1-1-1","Remake","8","width: 18px !important; height: 18px !important; fill: none !important; stroke: currentColor !important; stroke-width: 2 !important; stroke-linecap: round !important; stroke-linejoin: round !important; pointer-events: none !important"
"2067","#remakeTabViewsV6382 svg","@media (max-width:1279px)","RemakeResponsiveStyles.html","348","remakeResponsiveV6382Styles","17","5","false","1-0-1","Remake","8","width: 18px !important; height: 18px !important; fill: none !important; stroke: currentColor !important; stroke-width: 2 !important; stroke-linecap: round !important; stroke-linejoin: round !important; pointer-events: none !important"
"2068","#remakeCompactToolbarV6382 .remakeCompactFiltersV6382","@media (max-width:1279px)","RemakeResponsiveStyles.html","360","remakeResponsiveV6382Styles","17","5","false","1-1-0","Remake","10","width: 100% !important; min-width: 82px !important; padding: 0 9px !important; justify-content: space-between !important; gap: 6px !important; border-color: #172033 !important; background: #172033 !important; color: #fff !important; font: 900 11px/1 Roboto,Arial,sans-serif !important; white-space: nowrap !important"
"2069","#remakeCompactToolbarV6382 .remakeCompactFiltersV6382[aria-expanded=""true""]","@media (max-width:1279px)","RemakeResponsiveStyles.html","373","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","3","border-color: #e5c35b !important; background: #fff7d6 !important; color: #7a4a00 !important"
"2070",".remakeCompactFilterCountV6382","@media (max-width:1279px)","RemakeResponsiveStyles.html","379","remakeResponsiveV6382Styles","17","5","false","0-1-0","Remake","0","display: none; align-items: center; justify-content: center; min-width: 18px; height: 18px; padding: 0 5px; border-radius: 999px; background: #fff; color: #172033; font: 900 9px/1 Roboto,Arial,sans-serif"
"2071",".remakeCompactFilterCountV6382.active","@media (max-width:1279px)","RemakeResponsiveStyles.html","392","remakeResponsiveV6382Styles","17","5","false","0-2-0","Remake","0","display: inline-flex"
"2072","#remakeTabFilterHostV6337","@media (max-width:1279px)","RemakeResponsiveStyles.html","396","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","1","display: none !important"
"2073","#remakeFactorPage.cleanRemakeV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","400","remakeResponsiveV6382Styles","17","5","false","1-1-0","Remake","8","width: 100% !important; max-width: 100% !important; min-width: 0 !important; min-height: 100vh !important; padding: 8px 8px max(18px,env(safe-area-inset-bottom)) !important; overflow-x: hidden !important; background: #ebe9ed !important; box-sizing: border-box !important"
"2074","#remakeFactorPage.cleanRemakeV6230 .remakeShellV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","411","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","11","width: 100% !important; max-width: 100% !important; min-width: 0 !important; margin: 0 !important; padding: 0 !important; gap: 8px !important; overflow: visible !important; background: transparent !important; border: 0 !important; box-shadow: none !important; box-sizing: border-box !important"
"2075","#remakeFactorPage.cleanRemakeV6230 .remakeStickyTopV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","411","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","11","width: 100% !important; max-width: 100% !important; min-width: 0 !important; margin: 0 !important; padding: 0 !important; gap: 8px !important; overflow: visible !important; background: transparent !important; border: 0 !important; box-shadow: none !important; box-sizing: border-box !important"
"2076","#remakeFactorPage.cleanRemakeV6230 .remakeStickyTopV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","426","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","3","position: relative !important; top: auto !important; z-index: 1000 !important"
"2077","#remakeFactorPage.cleanRemakeV6230 .remakeGlobalSearchBarV6304","@media (max-width:1279px)","RemakeResponsiveStyles.html","432","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","7","position: fixed !important; top: 0 !important; right: 0 !important; width: 0 !important; height: 0 !important; z-index: 24100 !important; overflow: visible !important"
"2078","#remakeFactorPage.cleanRemakeV6230 .remakeGlobalSearchBarV6304 > .remakeGlobalSearchButtonV6304","@media (max-width:1279px)","RemakeResponsiveStyles.html","442","remakeResponsiveV6382Styles","17","5","false","1-3-0","Remake","1","display: none !important"
"2079","#remakeFactorPage.cleanRemakeV6230 .remakeGlobalSearchPanelV6304","@media (max-width:1279px)","RemakeResponsiveStyles.html","446","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","11","position: fixed !important; left: 8px !important; right: 8px !important; top: var(--remakeCompactPanelTopV6382,104px) !important; bottom: 8px !important; width: auto !important; min-width: 0 !important; max-height: none !important; border-radius: 12px !important; z-index: 24110 !important; box-sizing: border-box !important"
"2080","#remakeFactorPage.cleanRemakeV6230 .remakeFilterBarV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","460","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","1","display: none !important"
"2081","body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeFilterBarV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","464","remakeResponsiveV6382Styles","17","5","false","1-3-1","Remake","20","position: fixed !important; left: 8px !important; right: 8px !important; top: var(--remakeCompactPanelTopV6382,104px) !important; z-index: 24080 !important; display: grid !important; grid-template-columns: repeat(2,minmax(0,1fr)) !important; gap: 8px !important; width: auto !important; max-width: none !important; min-width: 0 !important; max-height: calc(100vh - var(--remakeCompactPanelTopV6382,104px) - 8px) !important; margin: 0 !important; padding: 10px !important; overflow: auto !important; border: 1px solid #cbd5df !important; border-radius: 12px !important; background: #fff !important; box-shadow: 0 18px 38px rgba(16,24,40,.24) !important; box-sizing: border-box !important"
"2082","body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeFilter","@media (max-width:1279px)","RemakeResponsiveStyles.html","487","remakeResponsiveV6382Styles","17","5","false","1-3-1","Remake","12","width: 100% !important; max-width: 100% !important; min-width: 0 !important; min-height: 0 !important; margin: 0 !important; padding: 8px !important; overflow: visible !important; border: 1px solid #e1e6ee !important; border-radius: 9px !important; background: #fff !important; box-shadow: none !important; box-sizing: border-box !important"
"2083","body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeFilter label","@media (max-width:1279px)","RemakeResponsiveStyles.html","502","remakeResponsiveV6382Styles","17","5","false","1-3-2","Remake","13","position: static !important; display: block !important; width: auto !important; height: auto !important; margin: 0 0 5px !important; padding: 0 !important; overflow: visible !important; clip: auto !important; white-space: normal !important; color: #667085 !important; font: 900 9px/1 Roboto,Arial,sans-serif !important; letter-spacing: .05em !important; text-transform: uppercase !important"
"2084","body.remakeCompactFiltersOpenV6382 #remakeFactorPage.cleanRemakeV6230 .remakeDropdownButtonV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","518","remakeResponsiveV6382Styles","17","5","false","1-3-1","Remake","11","width: 100% !important; max-width: 100% !important; min-height: 40px !important; height: 40px !important; padding: 0 30px 0 9px !important; border: 1px solid #cbd5df !important; border-radius: 8px !important; background: #fff !important; color: #202124 !important; font: 800 12px/1 Roboto,Arial,sans-serif !important; box-sizing: border-box !important"
"2085","#remakeFactorPage.cleanRemakeV6230 .remakeDropdownPanelV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","532","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","12","position: fixed !important; left: 8px !important; right: 8px !important; top: var(--remakeCompactPanelTopV6382,104px) !important; bottom: 8px !important; width: auto !important; min-width: 0 !important; max-width: none !important; max-height: none !important; border-radius: 12px !important; z-index: 24130 !important; box-sizing: border-box !important"
"2086","#remakeFactorPage.cleanRemakeV6230 .remakeDropdownListV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","547","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","2","max-height: calc(100vh - var(--remakeCompactPanelTopV6382,104px) - 126px) !important; overflow-y: auto !important"
"2087","#remakeFactorPage.cleanRemakeV6230 .remakeDropdownRowV6245","@media (max-width:1279px)","RemakeResponsiveStyles.html","552","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","2","min-height: 42px !important; padding: 8px 9px !important"
"2088","#remakeViewsPanelV6382","@media (max-width:1279px)","RemakeResponsiveStyles.html","557","remakeResponsiveV6382Styles","17","5","false","1-0-0","Remake","5","left: 8px !important; right: 8px !important; top: var(--remakeCompactPanelTopV6382,104px) !important; width: auto !important; max-height: calc(100vh - var(--remakeCompactPanelTopV6382,104px) - 8px) !important"
"2089","#remakeFactorPage.cleanRemakeV6230 .remakePillsV6230:empty","@media (max-width:1279px)","RemakeResponsiveStyles.html","565","remakeResponsiveV6382Styles","17","5","false","1-3-0","Remake","1","display: none !important"
"2090","#remakeFactorPage.cleanRemakeV6230 #remakeNotice:empty","@media (max-width:1279px)","RemakeResponsiveStyles.html","565","remakeResponsiveV6382Styles","17","5","false","2-2-0","Remake","1","display: none !important"
"2091","#remakeFactorPage.cleanRemakeV6230 .remakePillsV6230:not(:empty)","@media (max-width:1279px)","RemakeResponsiveStyles.html","570","remakeResponsiveV6382Styles","17","5","false","1-3-0","Remake","9","display: flex !important; flex-wrap: nowrap !important; width: 100% !important; min-width: 0 !important; margin: 0 !important; padding: 0 0 3px !important; gap: 6px !important; overflow-x: auto !important; overflow-y: hidden !important; -webkit-overflow-scrolling: touch; scrollbar-width: thin"
"2092","#remakeFactorPage.cleanRemakeV6230 .remakePillV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","584","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","3","flex: 0 0 auto !important; min-height: 34px !important; font-size: 10px !important"
"2093","#remakeFactorPage.cleanRemakeV6230 .remakeClearAllV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","584","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","3","flex: 0 0 auto !important; min-height: 34px !important; font-size: 10px !important"
"2094","#remakeFactorPage.cleanRemakeV6230 .remakeKpisV6230","@media (max-width:1279px)","RemakeResponsiveStyles.html","591","remakeResponsiveV6382Styles","17","5","false","1-2-0","Remake","12","display: grid !important; grid-template-columns: repeat(2,minmax(0,1fr)) !important; grid-auto-flow: row !important; grid-auto-columns: auto !important; width: 100% !important; max-width: 100% !important; min-width: 0 !important; gap: 8px !important; margin: 0 !important; padding: 0 !important; overflow: visible !important; box-sizing: border-box !important"
