"cascadeOrder","selector","context","file","line","styleId","styleBlockOrder","includeOrder","afterDocumentClose","specificity","ownership","importantDeclarationCount","declarations"
"1021","#overviewOne .areaAvg .chartBox","","DashboardBaseStyles.html","4654","","1","1","false","1-2-0","Overview","1","height: calc(100% - 14px) !important"
"1022","#overviewOne .areaCustomers .cardHeader","","DashboardBaseStyles.html","4661","","1","1","false","1-2-0","Overview","2","height: 14px !important; min-height: 14px !important"
"1023","#overviewOne .areaUnits .cardHeader","","DashboardBaseStyles.html","4661","","1","1","false","1-2-0","Overview","2","height: 14px !important; min-height: 14px !important"
"1024","#overviewOne .areaRpac .cardHeader","","DashboardBaseStyles.html","4661","","1","1","false","1-2-0","Overview","2","height: 14px !important; min-height: 14px !important"
"1025","#overviewOne .areaAvg .cardHeader","","DashboardBaseStyles.html","4661","","1","1","false","1-2-0","Overview","2","height: 14px !important; min-height: 14px !important"
"1026","#overviewOne .areaRevenue .chartBox","","DashboardBaseStyles.html","4669","","1","1","false","1-2-0","Overview","1","padding-bottom: 2px !important"
"1027","#overviewOne .controlButtonStrip .undoBtn:disabled","","DashboardBaseStyles.html","4678","","1","1","false","1-3-0","Overview","0","opacity: 0.45; cursor: not-allowed; color: #667085; background: #f8fafc"
"1028",".managerTabs","","DashboardBaseStyles.html","4690","","1","1","false","0-1-0","Overview","4","height: 44px !important; align-items: center !important; gap: 6px !important; padding: 0 10px !important"
"1029",".managerTabs .tabBtn","","DashboardBaseStyles.html","4697","","1","1","false","0-2-0","Overview","7","align-self: stretch !important; display: inline-flex !important; align-items: center !important; padding: 0 15px !important; border-radius: 0 !important; font-size: 13px !important; font-weight: 700 !important"
"1030",".managerTabs .tabBtn.active","","DashboardBaseStyles.html","4707","","1","1","false","0-3-0","Overview","3","background: #eef2f7 !important; color: #111827 !important; box-shadow: inset 0 -2px 0 #172033 !important"
"1031",".managerTabs .underConstructionBtn.active","","DashboardBaseStyles.html","4707","","1","1","false","0-3-0","Overview","3","background: #eef2f7 !important; color: #111827 !important; box-shadow: inset 0 -2px 0 #172033 !important"
"1032",".managerTabs .navActionStrip","","DashboardBaseStyles.html","4714","","1","1","false","0-2-0","Overview","0","display: inline-flex; align-items: center; gap: 7px; margin-left: 12px; padding: 0; height: 100%; overflow-x: auto; overflow-y: hidden; scrollbar-width: thin"
"1033",".managerTabs .navActionStrip .segGroup","","DashboardBaseStyles.html","4726","","1","1","false","0-3-0","Overview","10","display: inline-flex !important; align-items: center !important; height: 30px !important; border: 1px solid #c9ced8 !important; border-radius: 6px !important; overflow: hidden !important; background: #ffffff !important; box-shadow: none !important; gap: 0 !important; flex: 0 0 auto !important"
"1034",".managerTabs .navActionStrip .segBtn","","DashboardBaseStyles.html","4739","","1","1","false","0-3-0","Overview","13","min-height: 30px !important; height: 30px !important; padding: 0 11px !important; border: 0 !important; border-radius: 0 !important; background: #ffffff !important; color: #344054 !important; box-shadow: none !important; font-size: 11.5px !important; font-weight: 800 !important; line-height: 1 !important; cursor: pointer !important; white-space: nowrap !important"
"1035",".managerTabs .navActionStrip .resetBtn","","DashboardBaseStyles.html","4739","","1","1","false","0-3-0","Overview","13","min-height: 30px !important; height: 30px !important; padding: 0 11px !important; border: 0 !important; border-radius: 0 !important; background: #ffffff !important; color: #344054 !important; box-shadow: none !important; font-size: 11.5px !important; font-weight: 800 !important; line-height: 1 !important; cursor: pointer !important; white-space: nowrap !important"
"1036",".managerTabs .navActionStrip .segBtn + .segBtn","","DashboardBaseStyles.html","4756","","1","1","false","0-4-0","Overview","1","border-left: 1px solid #d8dde6 !important"
"1037",".managerTabs .navActionStrip .segBtn.active","","DashboardBaseStyles.html","4760","","1","1","false","0-4-0","Overview","2","background: #172033 !important; color: #ffffff !important"
"1038",".managerTabs .navActionStrip .navIconBtn","","DashboardBaseStyles.html","4765","","1","1","false","0-3-0","Overview","11","width: 31px !important; min-width: 31px !important; padding: 0 !important; border: 1px solid #c9ced8 !important; border-radius: 6px !important; font-size: 18px !important; font-weight: 900 !important; display: inline-flex !important; align-items: center !important; justify-content: center !important; color: #172033 !important"
"1039",".managerTabs .navActionStrip .navIconBtn:disabled","","DashboardBaseStyles.html","4779","","1","1","false","0-4-0","Overview","4","opacity: .38 !important; cursor: not-allowed !important; color: #98a2b3 !important; background: #f8fafc !important"
"1040",".managerTabs .navActionStrip .navResetBtn","","DashboardBaseStyles.html","4786","","1","1","false","0-3-0","Overview","3","border: 1px solid #c9ced8 !important; border-radius: 6px !important; margin-left: 1px !important"
"1041",".managerTabs .navActionStrip","","DashboardBaseStyles.html","4793","","1","1","false","0-2-0","Overview","2","margin-left: auto !important; justify-content: flex-end !important"
"1042","#overviewOne .topBar.executiveTop","","DashboardBaseStyles.html","4798","","1","1","false","1-2-0","Overview","2","gap: 4px !important; margin-bottom: 6px !important"
"1043","#overviewOne .topBar.executiveTop .comparisonKpis","","DashboardBaseStyles.html","4803","","1","1","false","1-3-0","Overview","5","grid-template-columns: repeat(5, minmax(164px, 214px)) !important; justify-content: end !important; justify-items: stretch !important; gap: 8px !important; width: 100% !important"
"1044","#overviewOne .topBar.executiveTop .comparisonKpi","","DashboardBaseStyles.html","4811","","1","1","false","1-3-0","Overview","3","min-height: 55px !important; padding: 7px 10px 6px !important; border-radius: 6px !important"
"1045","#overviewOne .topBar.executiveTop .comparisonKpi .label","","DashboardBaseStyles.html","4817","","1","1","false","1-4-0","Overview","2","font-size: 9px !important; margin-bottom: 2px !important"
"1046","#overviewOne .topBar.executiveTop .comparisonKpi .value","","DashboardBaseStyles.html","4822","","1","1","false","1-4-0","Overview","2","font-size: 20px !important; margin-bottom: 4px !important"
"1047","#overviewOne .topBar.executiveTop .kpiSub","","DashboardBaseStyles.html","4827","","1","1","false","1-3-0","Overview","2","font-size: 10px !important; gap: 6px !important"
"1048","#overviewOne .compactChipOnlyRow","","DashboardBaseStyles.html","4832","","1","1","false","1-1-0","Overview","6","display: flex !important; justify-content: flex-end !important; align-items: center !important; min-height: 20px !important; margin-top: -2px !important; padding: 0 !important"
"1049","#overviewOne .compactChipOnlyRow .chipRow","","DashboardBaseStyles.html","4841","","1","1","false","1-2-0","Overview","3","width: 100% !important; justify-content: flex-end !important; min-height: 18px !important"
"1050","#overviewOne .topBar.executiveTop .comparisonKpis","@media (max-width: 1400px) and (min-width: 901px)","DashboardBaseStyles.html","4848","","1","1","false","1-3-0","Overview","1","grid-template-columns: repeat(5, minmax(132px, 1fr)) !important"
"1051",".managerTabs .navActionStrip","@media (max-width: 1400px) and (min-width: 901px)","DashboardBaseStyles.html","4851","","1","1","false","0-2-0","Overview","2","margin-left: auto !important; gap: 5px !important"
"1052",".managerTabs .navActionStrip .segBtn","@media (max-width: 1400px) and (min-width: 901px)","DashboardBaseStyles.html","4855","","1","1","false","0-3-0","Overview","2","padding: 0 9px !important; font-size: 11px !important"
"1053",".managerTabs .navActionStrip .resetBtn","@media (max-width: 1400px) and (min-width: 901px)","DashboardBaseStyles.html","4855","","1","1","false","0-3-0","Overview","2","padding: 0 9px !important; font-size: 11px !important"
"1054",".managerTabs","@media (max-width: 900px)","DashboardBaseStyles.html","4863","","1","1","false","0-1-0","Overview","4","height: auto !important; align-items: center !important; flex-wrap: wrap !important; padding: 5px 6px !important"
"1055",".managerTabs .tabBtn","@media (max-width: 900px)","DashboardBaseStyles.html","4869","","1","1","false","0-2-0","Overview","2","height: 34px !important; border-radius: 7px !important"
"1056",".managerTabs .navActionStrip","@media (max-width: 900px)","DashboardBaseStyles.html","4873","","1","1","false","0-2-0","Overview","3","width: 100% !important; margin-left: 0 !important; height: 34px !important"
"1057","#overviewOne .topBar.executiveTop .comparisonKpis","@media (max-width: 900px)","DashboardBaseStyles.html","4878","","1","1","false","1-3-0","Overview","2","grid-template-columns: repeat(2, minmax(0, 1fr)) !important; justify-content: stretch !important"
"1058","#overviewOne .compactChipOnlyRow .chipRow","@media (max-width: 900px)","DashboardBaseStyles.html","4882","","1","1","false","1-2-0","Overview","1","justify-content: flex-start !important"
"1059","#singleShellDebugBanner","","DashboardBaseStyles.html","4890","","1","1","false","1-0-0","Overview","0","position: sticky; top: 0; z-index: 2147483647; background: #172033; color: #fff; border-bottom: 3px solid #f59e0b; font: 11px/1.35 Arial, Helvetica, sans-serif; padding: 5px 9px"
"1060","#singleShellDebugBanner b","","DashboardBaseStyles.html","4900","","1","1","false","1-0-1","Overview","0","color: #86efac"
"1061","#singleShellClientError","","DashboardBaseStyles.html","4901","","1","1","false","1-0-0","Overview","0","display: none; position: sticky; top: 25px; z-index: 2147483646; white-space: pre-wrap; background: #7f1d1d; color: #fff; border-bottom: 2px solid #fecaca; font: 11px/1.35 Arial, Helvetica, sans-serif; padding: 7px 9px"
"1062","#overviewTwo .overviewTwoShellV127","","DashboardBaseStyles.html","4914","","1","1","false","1-1-0","Overview","0","max-width: 1740px; margin: 0 auto; padding: 10px 14px 18px; background: #e9e5e1; color: #172033; font-family: Roboto, Arial, sans-serif"
"1063","#overviewTwo .o2KpiBand","","DashboardBaseStyles.html","4923","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: repeat(5, minmax(135px, 1fr)); gap: 8px; margin-bottom: 8px"
"1064","#overviewTwo .o2KpiCard","","DashboardBaseStyles.html","4930","","1","1","false","1-1-0","Overview","0","background: #fff; border: 1px solid #cfd5df; border-radius: 8px; box-shadow: 0 1px 3px rgba(16, 24, 40, .14); overflow: hidden"
"1065","#overviewTwo .o2Card","","DashboardBaseStyles.html","4930","","1","1","false","1-1-0","Overview","0","background: #fff; border: 1px solid #cfd5df; border-radius: 8px; box-shadow: 0 1px 3px rgba(16, 24, 40, .14); overflow: hidden"
"1066","#overviewTwo .o2KpiCard","","DashboardBaseStyles.html","4939","","1","1","false","1-1-0","Overview","0","min-height: 62px; padding: 8px 10px"
"1067","#overviewTwo .o2KpiCard .label","","DashboardBaseStyles.html","4944","","1","1","false","1-2-0","Overview","0","color: #657287; font-size: 9.5px; letter-spacing: .07em; text-transform: uppercase; font-weight: 900"
"1068","#overviewTwo .o2KpiCard .value","","DashboardBaseStyles.html","4952","","1","1","false","1-2-0","Overview","0","color: #172033; font-size: 22px; line-height: 1; margin-top: 4px; font-weight: 900"
"1069","#overviewTwo .o2KpiSub","","DashboardBaseStyles.html","4960","","1","1","false","1-1-0","Overview","0","margin-top: 5px; display: flex; justify-content: space-between; gap: 8px; color: #657287; font-size: 9.5px; font-weight: 750; white-space: nowrap"
"1070","#overviewTwo .o2FilterDeck","","DashboardBaseStyles.html","4971","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: minmax(210px, .8fr) minmax(360px, 1.25fr) minmax(360px, 1.25fr) minmax(160px, .55fr); gap: 8px; margin-bottom: 8px; position: relative; z-index: 100"
"1071","#overviewTwo .o2FilterDeck .filterCard","","DashboardBaseStyles.html","4980","","1","1","false","1-2-0","Overview","0","min-height: 56px; border-radius: 8px; overflow: visible"
"1072","#overviewTwo .o2TopBarCharts","","DashboardBaseStyles.html","4986","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: repeat(4, minmax(220px, 1fr)); gap: 8px; margin-bottom: 8px"
"1073","#overviewTwo .o2StoryGrid","","DashboardBaseStyles.html","4993","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: minmax(650px, 1.08fr) minmax(720px, 1.15fr); gap: 8px; align-items: stretch"
"1074","#overviewTwo .o2CardHeader","","DashboardBaseStyles.html","5000","","1","1","false","1-1-0","Overview","0","min-height: 40px; padding: 8px 10px 7px; border-bottom: 1px solid #edf0f5; display: flex; align-items: center; justify-content: space-between; gap: 10px"
"1075","#overviewTwo .o2ChartTitle","","DashboardBaseStyles.html","5010","","1","1","false","1-1-0","Overview","0","color: #172033; font-size: 12px; font-weight: 900; line-height: 1.1"
"1076","#overviewTwo .o2ChartSubtle","","DashboardBaseStyles.html","5017","","1","1","false","1-1-0","Overview","0","color: #657287; font-size: 10px; font-weight: 700; margin-top: 2px"
"1077","#overviewTwo .o2SmallChartBox","","DashboardBaseStyles.html","5024","","1","1","false","1-1-0","Overview","0","height: 132px; padding: 2px 8px 7px"
"1078","#overviewTwo .o2TrendBox","","DashboardBaseStyles.html","5029","","1","1","false","1-1-0","Overview","0","height: 430px; padding: 5px 10px 10px 0"
"1079","#overviewTwo .o2DriverCard","","DashboardBaseStyles.html","5034","","1","1","false","1-1-0","Overview","0","min-height: 488px"
"1080","#overviewTwo .o2DriverFocus","","DashboardBaseStyles.html","5038","","1","1","false","1-1-0","Overview","0","min-height: 66px; padding: 8px 10px; background: #f8fafc; border-bottom: 1px solid #edf0f5"
"1081","#overviewTwo .o2FocusEmpty","","DashboardBaseStyles.html","5045","","1","1","false","1-1-0","Overview","0","color: #657287; font-size: 11px; line-height: 1.35; padding: 8px; border: 1px dashed #cfd5df; border-radius: 6px; background: #fff"
"1082","#overviewTwo .o2FocusCard","","DashboardBaseStyles.html","5055","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: 88px minmax(180px, 1fr) minmax(350px, 1.25fr); gap: 10px; align-items: center"
"1083","#overviewTwo .o2FocusLabel","","DashboardBaseStyles.html","5062","","1","1","false","1-1-0","Overview","0","color: #657287; font-size: 9.5px; letter-spacing: .07em; text-transform: uppercase; font-weight: 900"
"1084","#overviewTwo .o2FocusName","","DashboardBaseStyles.html","5070","","1","1","false","1-1-0","Overview","0","color: #172033; font-size: 13px; font-weight: 900; overflow: hidden; text-overflow: ellipsis; white-space: nowrap"
"1085","#overviewTwo .o2FocusStats","","DashboardBaseStyles.html","5079","","1","1","false","1-1-0","Overview","0","display: grid; grid-template-columns: repeat(4, minmax(70px, 1fr)); gap: 6px"
"1086","#overviewTwo .o2FocusStats div","","DashboardBaseStyles.html","5085","","1","1","false","1-1-1","Overview","0","background: #fff; border: 1px solid #edf0f5; border-radius: 5px; padding: 5px 7px"
"1087","#overviewTwo .o2FocusStats span","","DashboardBaseStyles.html","5092","","1","1","false","1-1-1","Overview","0","display: block; color: #657287; font-size: 9px; text-transform: uppercase; font-weight: 850"
"1088","#overviewTwo .o2FocusStats b","","DashboardBaseStyles.html","5100","","1","1","false","1-1-1","Overview","0","display: block; margin-top: 2px; color: #172033; font-size: 12px; font-weight: 900"
"1089","#overviewTwo .o2DriverToolbar","","DashboardBaseStyles.html","5108","","1","1","false","1-1-0","Overview","0","padding: 7px 10px; display: flex; justify-content: space-between; gap: 8px; border-bottom: 1px solid #edf0f5"
"1090","#overviewTwo .o2ButtonGroup","","DashboardBaseStyles.html","5116","","1","1","false","1-1-0","Overview","0","display: flex; flex-wrap: wrap; gap: 5px"
"1091","#overviewTwo .o2ButtonGroup button","","DashboardBaseStyles.html","5122","","1","1","false","1-1-1","Overview","0","border: 1px solid #d5dbe5; background: #f8fafc; color: #344256; border-radius: 999px; padding: 4px 9px; font-size: 10.5px; font-weight: 850; cursor: pointer; font-family: Roboto, Arial, sans-serif"
"1092","#overviewTwo .o2ClearFocusBtn","","DashboardBaseStyles.html","5122","","1","1","false","1-1-0","Overview","0","border: 1px solid #d5dbe5; background: #f8fafc; color: #344256; border-radius: 999px; padding: 4px 9px; font-size: 10.5px; font-weight: 850; cursor: pointer; font-family: Roboto, Arial, sans-serif"
"1093","#overviewTwo .o2ButtonGroup button.active","","DashboardBaseStyles.html","5135","","1","1","false","1-2-1","Overview","0","background: #172033; border-color: #172033; color: #fff"
"1094","#overviewTwo .o2ButtonGroup button:hover","","DashboardBaseStyles.html","5135","","1","1","false","1-2-1","Overview","0","background: #172033; border-color: #172033; color: #fff"
"1095","#overviewTwo .o2ClearFocusBtn:hover","","DashboardBaseStyles.html","5135","","1","1","false","1-2-0","Overview","0","background: #172033; border-color: #172033; color: #fff"
"1096","#overviewTwo .o2TableScroll","","DashboardBaseStyles.html","5143","","1","1","false","1-1-0","Overview","0","max-height: 310px; overflow: auto"
"1097","#overviewTwo table","","DashboardBaseStyles.html","5148","","1","1","false","1-0-1","Overview","0","width: 100%; border-collapse: collapse; font-size: 11px"
"1098","#overviewTwo th","","DashboardBaseStyles.html","5154","","1","1","false","1-0-1","Overview","0","position: sticky; top: 0; z-index: 2; background: #172033; color: #fff; padding: 7px 8px; font-weight: 900; text-align: left; white-space: nowrap; border-right: 1px solid rgba(255,255,255,.14)"
"1099","#overviewTwo th.num","","DashboardBaseStyles.html","5167","","1","1","false","1-1-1","Overview","0","text-align: right"
"1100","#overviewTwo td.num","","DashboardBaseStyles.html","5167","","1","1","false","1-1-1","Overview","0","text-align: right"
"1101","#overviewTwo td","","DashboardBaseStyles.html","5170","","1","1","false","1-0-1","Overview","0","padding: 6px 8px; border: 1px solid #edf0f5; white-space: nowrap; color: #263142"
"1102","#overviewTwo tbody tr:nth-child(even) td","","DashboardBaseStyles.html","5177","","1","1","false","1-1-3","Overview","0","background: #fafafa"
"1103","#overviewTwo tbody tr:hover td","","DashboardBaseStyles.html","5178","","1","1","false","1-1-3","Overview","0","background: #eef6ff; cursor: pointer"
"1104","#overviewTwo tr.pinned td","","DashboardBaseStyles.html","5179","","1","1","false","1-1-2","Overview","1","background: #fff7ed !important; font-weight: 850"
"1105","#overviewTwo .o2NameCell","","DashboardBaseStyles.html","5181","","1","1","false","1-1-0","Overview","0","max-width: 410px; overflow: hidden; text-overflow: ellipsis; white-space: nowrap"
"1106","#overviewTwo .o2ActionCol","","DashboardBaseStyles.html","5188","","1","1","false","1-1-0","Overview","0","width: 72px; text-align: right"
"1107","#overviewTwo .o2FocusBtn","","DashboardBaseStyles.html","5190","","1","1","false","1-1-0","Overview","0","border: 1px solid #cfd5df; background: #fff; color: #172033; border-radius: 999px; padding: 3px 8px; font-size: 10px; font-weight: 900; cursor: pointer; font-family: Roboto, Arial, sans-serif"
"1108","#overviewTwo .o2FocusBtn:hover","","DashboardBaseStyles.html","5202","","1","1","false","1-2-0","Overview","0","background: #172033; border-color: #172033; color: #fff"
"1109","#overviewTwo .o2Positive","","DashboardBaseStyles.html","5208","","1","1","false","1-1-0","Overview","0","color: #067647; font-weight: 900"
"1110","#overviewTwo .good","","DashboardBaseStyles.html","5208","","1","1","false","1-1-0","Overview","0","color: #067647; font-weight: 900"
"1111","#overviewTwo .o2Negative","","DashboardBaseStyles.html","5210","","1","1","false","1-1-0","Overview","0","color: #b42318; font-weight: 900"
"1112","#overviewTwo .bad","","DashboardBaseStyles.html","5210","","1","1","false","1-1-0","Overview","0","color: #b42318; font-weight: 900"
"1113","#overviewTwo .o2Neutral","","DashboardBaseStyles.html","5212","","1","1","false","1-1-0","Overview","0","color: #344256; font-weight: 850"
"1114","#overviewTwo .o2Footer","","DashboardBaseStyles.html","5214","","1","1","false","1-1-0","Overview","0","color: #657287; font-size: 10.5px; text-align: right; padding: 7px 2px 0"
"1115","#overviewTwo .o2KpiBand","@media (max-width: 1280px)","DashboardBaseStyles.html","5222","","1","1","false","1-1-0","Overview","0","grid-template-columns: 1fr"
"1116","#overviewTwo .o2FilterDeck","@media (max-width: 1280px)","DashboardBaseStyles.html","5222","","1","1","false","1-1-0","Overview","0","grid-template-columns: 1fr"
"1117","#overviewTwo .o2TopBarCharts","@media (max-width: 1280px)","DashboardBaseStyles.html","5222","","1","1","false","1-1-0","Overview","0","grid-template-columns: 1fr"
"1118","#overviewTwo .o2StoryGrid","@media (max-width: 1280px)","DashboardBaseStyles.html","5222","","1","1","false","1-1-0","Overview","0","grid-template-columns: 1fr"
"1119","#overviewTwo .o2TrendBox","@media (max-width: 1280px)","DashboardBaseStyles.html","5226","","1","1","false","1-1-0","Overview","0","height: 280px"
"1120","#overviewTwo .o2SmallChartBox","@media (max-width: 1280px)","DashboardBaseStyles.html","5227","","1","1","false","1-1-0","Overview","0","height: 155px"
"1121","#overviewTwo .o2DriverToolbar","@media (max-width: 1280px)","DashboardBaseStyles.html","5228","","1","1","false","1-1-0","Overview","0","flex-direction: column; align-items: flex-start"
"1122","#overviewTwo .o2FocusCard","@media (max-width: 1280px)","DashboardBaseStyles.html","5229","","1","1","false","1-1-0","Overview","0","grid-template-columns: 1fr"
"1123","#overviewTwo .o2FocusStats","@media (max-width: 1280px)","DashboardBaseStyles.html","5230","","1","1","false","1-1-0","Overview","0","grid-template-columns: repeat(2, minmax(90px, 1fr))"
"1124","#overviewOne.legacyOverviewReference:not(.active)","","DashboardBaseStyles.html","5237","","1","1","false","1-2-0","Overview","1","display: none !important"
"1125","#overviewTwo .overviewTwoShellV127","","DashboardBaseStyles.html","5241","","1","1","false","1-1-0","Overview","0","max-width: 1740px; margin: 0 auto; padding: 10px 14px 18px; background: #e9e5e1; color: #172033; font-family: Roboto, Arial, sans-serif"
"1126","#overviewTwo .o2KpiBand","","DashboardBaseStyles.html","5250","","1","1","false","1-1-0","Overview","0","grid-template-columns: repeat(5, minmax(132px, 1fr)); gap: 8px; margin-bottom: 8px"
"1127","#overviewTwo .o2KpiCard","","DashboardBaseStyles.html","5256","","1","1","false","1-1-0","Overview","0","min-height: 54px; padding: 7px 10px 6px; border-radius: 8px"
"1128","#overviewTwo .o2KpiCard .label","","DashboardBaseStyles.html","5262","","1","1","false","1-2-0","Overview","0","font-size: 8.75px; margin-bottom: 2px"
"1129","#overviewTwo .o2KpiCard .value","","DashboardBaseStyles.html","5267","","1","1","false","1-2-0","Overview","0","font-size: 20px; margin-top: 2px"
"1130","#overviewTwo .o2KpiSub","","DashboardBaseStyles.html","5272","","1","1","false","1-1-0","Overview","0","margin-top: 3px; font-size: 9px"
"1131","#overviewTwo .o2FilterRail","","DashboardBaseStyles.html","5277","","1","1","false","1-1-0","Overview","0","background: #fff; border: 1px solid #cfd5df; border-radius: 8px; box-shadow: 0 1px 3px rgba(16,24,40,.12); padding: 8px 9px 9px; margin-bottom: 8px; position: relative; z-index: 1200; overflow: visible"
"1132","#overviewTwo .o2FilterRailHeader","","DashboardBaseStyles.html","5289","","1","1","false","1-1-0","Overview","0","display: flex; align-items: center; justify-content: space-between; gap: 10px; margin-bottom: 7px"
"1133","#overviewTwo .o2FilterEyebrow","","DashboardBaseStyles.html","5297","","1","1","false","1-1-0","Overview","0","color: #344256; font-size: 9.5px; letter-spacing: .08em; text-transform: uppercase; font-weight: 900"
"1134","#overviewTwo .o2FilterHelp","","DashboardBaseStyles.html","5305","","1","1","false","1-1-0","Overview","0","color: #657287; font-size: 10px; font-weight: 700; margin-top: 1px"
"1135","#overviewTwo .o2ChipRow","","DashboardBaseStyles.html","5312","","1","1","false","1-1-0","Overview","0","margin: 0; justify-content: flex-end; flex-wrap: wrap; max-width: 760px"
"1136","#overviewTwo .o2ChipRow .chip","","DashboardBaseStyles.html","5319","","1","1","false","1-2-0","Overview","0","min-height: 22px; padding: 3px 7px; font-size: 9.5px; border-radius: 999px"
"1137","#overviewTwo .o2RealFilterDeck.filterDeck.dropdownDeck","","DashboardBaseStyles.html","5326","","1","1","false","1-3-0","Overview","0","display: grid; grid-template-columns: minmax(190px, .75fr) minmax(280px, 1.08fr) minmax(310px, 1.18fr) minmax(160px, .56fr); gap: 8px; margin: 0; position: relative; z-index: 1300; overflow: visible"
"1138","#overviewTwo .o2RealFilterDeck .filterCard","","DashboardBaseStyles.html","5336","","1","1","false","1-2-0","Overview","5","min-height: 38px !important; padding: 0 !important; border-radius: 7px !important; overflow: visible !important; background: #fff !important"
"1139","#overviewTwo .o2RealFilterDeck .miniLabel","","DashboardBaseStyles.html","5344","","1","1","false","1-2-0","Overview","1","display: none !important"
"1140","#overviewTwo .o2RealFilterDeck .dropdownButton","","DashboardBaseStyles.html","5348","","1","1","false","1-2-0","Overview","7","width: 100% !important; height: 38px !important; min-height: 38px !important; margin: 0 !important; border-radius: 7px !important; font-size: 11.5px !important; font-weight: 850 !important; overflow: hidden; text-overflow: ellipsis; white-space: nowrap"
"1141","#overviewTwo .o2RealFilterDeck .dropdownPanel","","DashboardBaseStyles.html","5361","","1","1","false","1-2-0","Overview","3","top: 43px !important; z-index: 2147483000 !important; max-width: min(720px, calc(100vw - 32px)) !important"
"1142","#overviewTwo .o2RealFilterDeck .productDropdownPanel","","DashboardBaseStyles.html","5367","","1","1","false","1-2-0","Overview","1","min-width: min(620px, calc(100vw - 32px)) !important"
"1143","#overviewTwo .o2RealFilterDeck .customerDropdownPanel","","DashboardBaseStyles.html","5367","","1","1","false","1-2-0","Overview","1","min-width: min(620px, calc(100vw - 32px)) !important"
"1144","#overviewTwo .o2TopBarCharts","","DashboardBaseStyles.html","5372","","1","1","false","1-1-0","Overview","0","grid-template-columns: repeat(4, minmax(220px, 1fr)); gap: 8px; margin-bottom: 8px"
"1145","#overviewTwo .o2SmallChartBox","","DashboardBaseStyles.html","5378","","1","1","false","1-1-0","Overview","0","height: 132px"
"1146","#overviewTwo .o2StoryGrid","","DashboardBaseStyles.html","5382","","1","1","false","1-1-0","Overview","0","grid-template-columns: minmax(660px, 1.08fr) minmax(620px, .92fr); gap: 8px; align-items: stretch"
"1147","#overviewTwo .o2TrendBox","","DashboardBaseStyles.html","5388","","1","1","false","1-1-0","Overview","0","height: 390px"
"1148","#overviewTwo .o2DriverCard","","DashboardBaseStyles.html","5392","","1","1","false","1-1-0","Overview","0","min-height: 448px"
"1149","#overviewTwo .o2KpiBand","@media (max-width: 1280px)","DashboardBaseStyles.html","5397","","1","1","false","1-1-0","Overview","1","grid-template-columns: 1fr !important"
"1150","#overviewTwo .o2RealFilterDeck.filterDeck.dropdownDeck","@media (max-width: 1280px)","DashboardBaseStyles.html","5397","","1","1","false","1-3-0","Overview","1","grid-template-columns: 1fr !important"
"1151","#overviewTwo .o2TopBarCharts","@media (max-width: 1280px)","DashboardBaseStyles.html","5397","","1","1","false","1-1-0","Overview","1","grid-template-columns: 1fr !important"
"1152","#overviewTwo .o2StoryGrid","@media (max-width: 1280px)","DashboardBaseStyles.html","5397","","1","1","false","1-1-0","Overview","1","grid-template-columns: 1fr !important"
"1153","#overviewTwo .o2FilterRailHeader","@media (max-width: 1280px)","DashboardBaseStyles.html","5403","","1","1","false","1-1-0","Overview","0","align-items: flex-start; flex-direction: column"
"1154","#overviewTwo .o2ChipRow","@media (max-width: 1280px)","DashboardBaseStyles.html","5407","","1","1","false","1-1-0","Overview","0","justify-content: flex-start; max-width: none"
"1155","#overviewTwo .o2TrendBox","@media (max-width: 1280px)","DashboardBaseStyles.html","5411","","1","1","false","1-1-0","Overview","0","height: 300px"
"1156","#overviewTwo .o2SmallChartBox","@media (max-width: 1280px)","DashboardBaseStyles.html","5412","","1","1","false","1-1-0","Overview","0","height: 150px"
"1157",".managerTabs","","DashboardBaseStyles.html","5423","","1","1","false","0-1-0","Overview","2","z-index: 9000 !important; overflow: visible !important"
"1158",".managerTabs .navActionStrip","","DashboardBaseStyles.html","5428","","1","1","false","0-2-0","Overview","4","overflow: visible !important; flex: 1 1 auto !important; min-width: 0 !important; gap: 6px !important"
"1159",".navFilterDock","","DashboardBaseStyles.html","5435","","1","1","false","0-1-0","Overview","9","display: inline-flex !important; align-items: center !important; gap: 6px !important; flex: 1 1 auto !important; min-width: 420px !important; justify-content: flex-end !important; overflow: visible !important; position: relative !important; z-index: 9100 !important"
"1160",".navFilterLabel","","DashboardBaseStyles.html","5447","","1","1","false","0-1-0","Overview","6","color: #667085 !important; font-size: 10px !important; font-weight: 900 !important; letter-spacing: .06em !important; text-transform: uppercase !important; white-space: nowrap !important"
"1161","#overviewFilterDeck.topOverviewFilterDeck","","DashboardBaseStyles.html","5456","","1","1","false","1-1-0","Overview","11","display: grid !important; grid-template-columns: minmax(112px, 145px) minmax(145px, 210px) minmax(150px, 225px) minmax(112px, 138px) !important; gap: 5px !important; align-items: center !important; margin: 0 !important; padding: 0 !important; width: min(740px, 100%) !important; max-width: 740px !important; overflow: visible !important; position: relative !important; z-index: 9200 !important"
